    BusSpeed sparc64 sparc64-vis optimized Sat Apr  1 01:39:13 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    705    545    692    710    738    744
      32    437    361    364    356    472    547
      64    441    364    373    358    472    547
     128    453    372    369    357    473    547
     256    454    371    374    355    470    545
     512     64     63    106    159    272    388
    1024     31     31     55     97    178    287
    4096     25     25     45     81    153    255
   16384     25     25     45     81    153    256
   65536     25     25     45     81    153    256
