    BusSpeed sparc64 sparc64-vis optimized Sat Apr  1 01:39:56 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    675    552    691    713    735    749
      32    435    366    368    357    471    547
      64    439    368    377    357    471    547
     128    450    373    374    355    468    538
     256    151    141    206    257    380    480
     512     70     64    114    173    285    397
    1024     31     30     55     96    177    287
    4096     25     24     45     81    153    256
   16384     25     25     45     81    153    256
   65536     25     25     45     81    152    256
