    BusSpeed sparc64 sparc64-vis optimized Sat Apr  1 01:39:45 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1017   1067   1702   2162   2277   2344
      32    466    482    484    504    517    636
      64    468    484    496    504    517    636
     128    480    496    496    505    517    635
     256    226    231    312    389    448    584
     512     85     85    140    222    313    458
    1024     32     32     57    105    176    305
    4096     26     26     46     87    150    270
   16384     26     26     46     87    150    270
   65536     26     26     46     87    150    271
