 ##########################################

   Memory Reading Speed Test sparc64 sparc64 optimized Sat Apr  1 02:00:13 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1474   1722   2584   2428   2170   2723   1584   1148   2056
      16    1476   1719   2584   2430   2174   2741   1587   1147   2059
      32     836   1099   1308    998   1228   1308   1589   1148   2064
      64     827   1089   1294    985   1218   1294    617    582    750
     128     644    922   1065    724   1013   1061    424    401    472
     256     652    927   1077    737   1023   1074    431    408    478
     512     391    637    704    413    675    694    221    212    226
    1024     258    444    492    265    463    466    133    129    133
    2048     220    377    417    222    389    390    109    106    109
    4096     216    369    409    218    381    381    106    104    106
    8192     219    327    371    221    335    335    107    105    107

                End of test Sat Apr  1 02:00:37 2023

