    BusSpeed sparc64 sparc64 optimized Sat Apr  1 01:38:40 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    716    539    685    703    723    737
      32    439    365    368    360    471    547
      64    444    366    377    360    472    547
     128    457    376    377    361    472    546
     256    446    364    372    356    463    543
     512     83     80    127    190    304    417
    1024     31     31     55     97    178    288
    4096     25     25     45     81    153    256
   16384     25     25     45     81    153    256
   65536     25     25     45     81    153    256
