    BusSpeed sparc64 sparc64 optimized Sat Apr  1 01:38:29 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    730    539    686    709    726    750
      32    441    363    365    358    471    547
      64    446    363    375    358    471    546
     128    458    373    375    358    472    547
     256    216    196    253    295    415    508
     512     88     82    136    196    312    423
    1024     30     29     53     94    173    282
    4096     25     25     45     81    152    256
   16384     25     25     45     81    152    256
   65536     25     25     45     81    153    257
