 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Sat Jan 28 12:35:44 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   52701  53428  53718  59907  61202  61085  85824  84824  83721
      16   53275  53468  53491  60893  60875  60625  84944  86308  85906
      32   53825  53870  53886  61095  61121  60900  85034  83687  83041
      64   53660  53702  53532  61198  61307  61072  69974  65362  67632
     128   53723  53859  53971  61471  61303  61246  49713  48889  48620
     256   53826  53843  53834  61258  61350  60890  87607  88039  88049
     512   53368  53774  53777  61348  60868  61010  50512  50296  50373
    1024   53556  53652  53689  61255  61432  60881  50426  50590  50625
    2048   53701  53644  53729  61343  61143  61076  50849  51162  51184
    4096   53915  53971  54023  61336  61519  61219  51294  51197  50776
    8192   52916  52985  53156  60362  60395  60047  50997  51018  50974

                End of test Sat Jan 28 12:35:59 2023

