 ##########################################

   Memory Reading Speed Test arm64 apple-m1 optimized Sat Jan 28 12:35:13 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   61305  60929  53878 140654 134818 144345  84545  85915  85724
      16   60499  60614  53480 138608 139908 140015  85064  83305  84899
      32   60795  60772  53714 141721 141596 142206  81879  79218  83926
      64   61043  61182  53933  90467  90278  90524  73309  72581  72339
     128   61253  61282  52752  90199  90611  89671  47721  47703  50233
     256   60509  61104  53875  74288  75365  75494  90355  90829  91625
     512   61255  61173  53948  76095  76146  76080  50864  50369  50373
    1024   61263  61340  53895  75804  76068  76096  50514  50424  50389
    2048   61206  60897  53845  75460  75580  75523  50938  50838  50952
    4096   61068  61360  54042  75995  75941  76041  51236  51239  51153
    8192   60170  60081  53417  74962  74453  74656  50947  51117  50962

                End of test Sat Jan 28 12:35:28 2023

