 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Sat Jan 28 12:35:59 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   53926  53573  53867 140771 135422 144268  83530  85618  85137
      16   53657  53486  53795 138068 139844 139839  84436  86268  79541
      32   53812  53837  53848 142066 142671 141923  84396  86068  83718
      64   53197  53696  53510  90556  90596  90588  78159  78029  77697
     128   53791  53905  54015  90369  90702  90574  51385  49246  50873
     256   53778  53492  53750  75466  75626  75187  90925  91578  91662
     512   53817  53757  53537  75878  75987  75960  50715  50660  50877
    1024   53573  53468  53904  76044  76108  76158  50930  50893  50828
    2048   53548  53767  53894  75963  76202  76011  51053  50528  51108
    4096   53472  53239  53636  74978  75279  75548  50394  50542  50602
    8192   53115  53135  52880  74267  73389  74401  50334  50418  50199

                End of test Sat Jan 28 12:36:14 2023

