 ##########################################

   Memory Reading Speed Test arm64 native optimized Sat Jan 28 12:37:02 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   52827  52093  53983  61480  60132  61296  85962  85781  85176
      16   53263  53043  53033  60436  60079  60006  84037  83722  84479
      32   53245  53142  53175  60582  61010  60970  84144  85442  86632
      64   53798  53768  53517  61336  61389  61110  73847  74726  66481
     128   53645  53595  53673  61206  61356  61084  48145  47360  46880
     256   53469  53471  53563  61101  60977  60830  89394  90578  90652
     512   53805  53856  53980  61465  61464  61095  50760  50759  50743
    1024   53927  53925  54016  61526  61441  61225  51033  50937  50855
    2048   53294  53645  53637  61043  61232  60912  50585  50847  51084
    4096   53856  53649  53633  61014  61193  60882  50628  50572  50602
    8192   53030  53144  53387  60066  60022  59914  50580  50690  50812

                End of test Sat Jan 28 12:37:17 2023

