 ##########################################

   Memory Reading Speed Test arm64 native optimized Sat Jan 28 12:37:33 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   60278  60038  53011 140705 134713 143116  82740  84379  84114
      16   60277  60214  52491 137101 138249 138607  84185  84533  84840
      32   59953  59692  52806 140964 142355 141323  83920  86276  84705
      64   60754  60685  53309  89484  89319  89443  69645  71989  75355
     128   61229  61001  53699  88988  89648  89052  45149  49022  48824
     256   60532  61144  53591  75179  75091  75101  90340  90831  91945
     512   61287  61202  53614  75691  75660  75621  50078  50174  49645
    1024   60878  60755  53420  76226  75906  75888  50633  50523  50040
    2048   60715  60749  53244  75173  76183  75686  50869  50740  50350
    4096   60689  61019  53393  75082  75119  75133  51180  50660  50212
    8192   59519  59385  52659  73682  74999  74992  50914  50198  50024

                End of test Sat Jan 28 12:37:48 2023

