 ##########################################

   Memory Reading Speed Test arm64 apple-m1 optimized Sat Jan 28 12:34:42 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   53035  53785  54560  60153  61261  61292  84790  85475  83733
      16   53577  53549  54543  60506  60300  60467  85748  85003  83223
      32   53536  53696  53697  60985  61026  60692  81889  83572  84418
      64   53830  53833  53855  61349  61356  61132  74718  76154  75752
     128   53768  53804  53776  61345  61439  60935  47756  47094  50189
     256   53650  53671  53808  61129  61198  61022  90140  89909  90051
     512   53883  53805  53992  61404  61497  61432  51161  50881  51103
    1024   53837  53856  53617  61494  61430  61178  50895  50881  50816
    2048   53703  53821  53911  61473  61264  61157  50962  51088  50943
    4096   53806  53932  54048  61497  61519  61276  51181  51356  51483
    8192   53162  53099  53387  60010  60234  59979  50943  50862  50987

                End of test Sat Jan 28 12:34:57 2023

