    BusSpeed arm64 native optimized Sat Jan 28 13:18:03 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20268  27665  35975  37676  37407  49591
      32  22219  30313  36100  37601  37302  49890
      64  22146  30246  36786  37869  37898  50529
     128  21365  27806  30500  36008  37316  49192
     256   6924   6823  13514  22474  28209  49093
     512   6923   6845  13410  22331  28181  48896
    1024   6853   6826  13463  22497  28578  49375
    4096   6832   6809  13427  22509  28771  49281
   16384   3931   5731  11022  19414  27087  45262
   65536   1863   4298   8333  16197  27756  47374
