    BusSpeed arm64 neoverse-n1 optimized Sat Jan 28 13:18:44 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20489  27658  35616  37328  37285  50464
      32  22094  30437  36156  37716  37356  50041
      64  22160  30196  36575  37831  37864  50780
     128  21331  27802  31300  36050  36501  49193
     256   6902   6826  13579  20925  25819  48759
     512   7012   6908  13466  21807  27549  49120
    1024   6954   6915  13505  22293  28252  49577
    4096   6933   6931  13530  22616  28425  49448
   16384   3773   5597  10720  18922  26911  45359
   65536   1879   4125   8215  15994  27736  47391
