    BusSpeed arm64 armv8.4-a optimized Sat Jan 28 13:17:33 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20197  27761  35993  37607  37259  49504
      32  22133  30229  35896  37379  37399  50334
      64  22233  30505  36870  37418  37589  50138
     128  21210  27693  30983  36077  37507  49087
     256   6774   6722  13423  22328  28207  49031
     512   6790   6762  13483  22288  27868  48226
    1024   6830   6793  13511  22692  28630  49523
    4096   6835   6784  13424  22704  28914  49194
   16384   3805   5616  10826  19131  26989  44946
   65536   1848   4189   8163  15831  27616  47479
