    BusSpeed arm64 armv8.4-a optimized Sat Jan 28 13:17:12 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20361  27673  35940  37634  37779  49930
      32  22354  30548  36262  37848  37795  50315
      64  22418  30591  37142  37880  37866  50145
     128  21283  27609  31336  35822  37406  49250
     256   6738   6727  13396  22398  28125  48678
     512   6733   6788  13542  22756  28459  49263
    1024   6760   6779  13506  22631  28497  49382
    4096   6699   6712  13459  22576  28877  48721
   16384   3590   5419  10553  18867  27153  45237
   65536   1851   4316   8383  16180  27697  47395
