 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Sat Jan 28 14:15:42 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  132167 171587 174314 134191 175831 174927  82365  48756  48302
      16  137052 180213 180815 138708 181255 180389  84764  50475  50269
      32  139425 184707 183822 139399 185375 183949  80960  51931  51665
      64   89614 172501 174184  90242 178265 178674  74290  53713  53299
     128   91230 178151 176977  90359 175552 175202  46142  44445  44497
     256   74197 140653 142569  75360 142172 142630  85752  53571  53376
     512   75325 145026 142831  75284 146050 145853  50540  48513  49213
    1024   75554 147695 146406  75196 147172 148967  50948  49696  49853
    2048   75307 146193 148013  75154 145810 146858  49190  49424  49503
    4096   75326 144482 138522  74328 138558 138627  50913  50848  50817
    8192   72145 111176 112970  71395 111298 112647  51029  51135  50652

                End of test Sat Jan 28 14:15:59 2023

