 ##########################################

   Memory Reading Speed Test arm64 neoverse-n1 optimized Sat Jan 28 14:17:07 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   75630  96513  85574  75053  97374  96860  50837  48331  48379
      16   76274 101475  90873  75982  99961 100718  50896  50447  50231
      32   76236 103384  91912  76370 104558 104922  51465  51337  51449
      64   52148  88329  89339  53679  89850  89614  50505  52758  52580
     128   52693  88019  87327  52625  88331  88156  33687  44197  44973
     256   54155  70697  69916  54438  70435  70460  50017  52728  52906
     512   55341  73970  73735  55533  73829  73980  48699  49473  49530
    1024   55671  75228  74986  55606  75083  74979  49273  49817  49781
    2048   54428  72365  71824  54488  72037  72339  48532  49603  49525
    4096   53327  70344  69829  53911  70053  71015  48732  49399  50088
    8192   52617  58759  56686  52637  58528  58623  48763  50651  50174

                End of test Sat Jan 28 14:17:22 2023

