    BusSpeed arm64 armv8.4-a optimized Sat Jan 28 13:17:53 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20380  27691  36109  37810  37813  49499
      32  22273  30225  35821  37502  37410  49868
      64  22211  30180  36670  37499  37441  50140
     128  21226  27543  31318  35562  37125  49143
     256   6761   6718  13460  22504  28393  49042
     512   6793   6757  13469  22687  28370  49203
    1024   6790   6732  13491  22597  28399  49201
    4096   6771   6737  13502  22649  28672  49066
   16384   3768   5527  10663  18989  26864  44904
   65536   1853   4092   8061  15813  27592  46574
