    BusSpeed arm64 native optimized Sat Jan 28 13:18:24 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20369  27865  36093  37820  37867  49814
      32  22389  30558  36254  37805  37883  50267
      64  22449  30570  37160  37602  37193  48967
     128  21008  27761  29859  36043  37138  49077
     256   6891   6843  13447  21325  26290  48387
     512   6894   6863  13500  22501  28298  49414
    1024   6922   6824  13494  22679  28368  49323
    4096   6889   6821  13516  22747  28662  49121
   16384   3834   5528  11136  20727  27018  45484
   65536   1866   4258   8414  16246  27979  47514
