 ##########################################

   Memory Reading Speed Test arm64 neoverse-v1 optimized Sat Jan 28 14:17:57 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   74396  96966  86863  75743  97586  97121  50236  48059  47798
      16   75680 100431  89950  75250 102937 103193  52853  51620  51190
      32   77574 104062  92490  76512 103861 104942  53170  51701  51832
      64   52337  87732  87478  52384  88572  86832  46632  52407  52437
     128   52527  87598  86934  52376  89226  89916  35380  46243  46357
     256   55275  71808  71450  55179  71612  70982  50404  53292  53017
     512   54752  72661  72483  54576  72824  72436  48015  50203  48558
    1024   54510  73758  73444  54703  73521  73821  48637  49185  48964
    2048   54284  73322  72782  55370  74413  74410  48687  49498  49344
    4096   54682  71555  69905  55512  74162  74818  48798  49329  49320
    8192   51815  58187  56011  51847  58175  58234  48295  50236  50232

                End of test Sat Jan 28 14:18:12 2023

