 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Sat Jan 28 14:15:06 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  133205 173962 173777 131057 172215 172217  81145  48850  48738
      16  138407 176968 182605 138553 181585 179797  82323  50734  51610
      32  141475 188171 187066 139818 184898 185100  80948  52973  53050
      64   90431 176576 175436  90614 176389 176222  72905  52329  52050
     128   90149 177978 178805  91160 176452 175880  45119  45801  45147
     256   73552 138102 138528  73992 138901 138973  85556  52726  53101
     512   75934 146763 147385  75771 147017 146555  50093  48770  48749
    1024   74760 144525 145684  74939 146436 145605  49738  48228  48667
    2048   74367 147062 146572  75697 147772 147867  50573  50079  49996
    4096   75772 147247 147397  75893 147823 146337  50121  49603  48923
    8192   71255 111489 115978  72474 114089 114994  50146  50275  50183

                End of test Sat Jan 28 14:15:24 2023

