    BusSpeed arm64 neoverse-n1 optimized Sat Jan 28 13:18:54 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20383  27904  36059  37818  37839  50879
      32  22195  30358  36005  37521  37688  50588
      64  22436  30605  36883  37480  37442  49819
     128  21224  27797  30696  35941  37199  48628
     256   6875   6817  13402  22539  28474  49349
     512   6918   6913  13509  22640  28433  49207
    1024   6918   6880  13556  22804  28696  49797
    4096   6924   6873  13412  22708  28987  49435
   16384   3876   5672  10846  19292  27088  45548
   65536   1864   4288   8329  16042  27709  47932
