 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Sat Jan 28 14:14:52 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   73905  97115  86754  75413  97595  97719  51144  47680  48126
      16   75204 100722  89462  75555 100663 100118  51090  50458  50271
      32   76071 103814  91992  75829 103577 105873  53305  53010  52998
      64   53546  89358  88348  53146  89302  88688  46631  52648  52844
     128   53221  89596  88850  53487  90001  89751  31602  43085  43501
     256   54399  71182  70868  54815  70850  70129  49817  52971  53350
     512   55258  72631  72566  55464  73785  72789  47656  48664  48265
    1024   54295  73296  73593  54279  72771  73239  48415  48890  48789
    2048   54158  69918  70955  54101  71691  72381  48478  50001  50140
    4096   54229  72497  73310  54925  72997  72689  48821  49979  49899
    8192   52017  58663  56645  52566  58493  58087  48428  50457  51111

                End of test Sat Jan 28 14:15:06 2023

