    BusSpeed arm64 neoverse-n1 optimized Sat Jan 28 13:18:34 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20509  27930  36124  37800  37818  50815
      32  22416  30529  36283  37140  37320  50183
      64  22288  30549  36966  37598  37694  50571
     128  21097  27372  30839  36160  37456  48940
     256   6831   6762  13453  22306  28331  49036
     512   6869   6821  13388  22315  28162  49057
    1024   6831   6780  13474  22603  28386  49368
    4096   6870   6777  13367  22634  28717  48927
   16384   3856   5627  10747  19269  26941  45302
   65536   1878   4132   8128  15799  27665  47467
