 ##########################################

   Memory Reading Speed Test arm64 native optimized Sat Jan 28 14:16:50 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  131233 168834 170596 131757 175704 175680  83266  48810  49060
      16  139405 182480 183119 139106 179954 179619  81706  50157  50042
      32  138660 183816 184851 139496 184418 184247  79072  52682  52951
      64   91022 177776 178400  91140 177069 176823  66175  53210  52649
     128   90077 175587 178800  91104 178611 178973  47518  44997  45405
     256   75203 140750 137987  73571 138146 141397  86902  53601  53482
     512   75287 143762 143813  74416 143947 144064  49653  48444  48579
    1024   74780 145829 146152  74980 146613 146370  50391  49183  49268
    2048   75229 144141 145529  75033 145165 145360  49870  49329  49310
    4096   75036 142345 142693  75213 142430 142564  50231  49011  49202
    8192   71831 110925 114037  72015 112386 114072  51082  51216  51283

                End of test Sat Jan 28 14:17:07 2023

