    BusSpeed arm64 armv8.4-a optimized Sat Jan 28 13:17:23 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  20507  27756  35894  37444  37503  49404
      32  22176  30181  35792  37489  37527  49894
      64  22216  30167  36726  37753  37553  49986
     128  21258  27857  31432  35878  36759  49073
     256   6735   6742  13391  20800  26187  48096
     512   6777   6745  13429  21790  27324  48751
    1024   6750   6743  13544  22384  28026  49110
    4096   6763   6738  13502  22613  28307  48802
   16384   4022   5640  11013  19401  26963  46463
   65536   1903   4324   8378  16125  27933  47468
